date,country,product_identifier,store,platform,product_duration,transactions,proceeds,new_revenue,renewal_revenue,trials_started,trials_converted,avg_trial_duration_days
2023-12-03,US,lists_499_1m,app_store,iOS,P1M,2,13.972,0.0,13.972,0,0,
2023-12-03,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,83.979,83.979,0.0,0,0,
2023-12-03,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,24.465,0.0,24.465,3,2,3.8
2023-12-03,GT,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,14.678999999999998,0.0,14.678999999999998,0,1,
2023-12-04,US,lists_499_1m,app_store,iOS,P1M,3,27.943999999999996,0.0,27.943999999999996,0,0,
2023-12-04,MX,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-12-04,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,2,24.465,0.0,24.465,0,2,
2023-12-05,US,lists_499_1m,app_store,iOS,P1M,1,10.479,0.0,10.479,0,0,
2023-12-05,US,lists_v2_3999_1y,app_store,iOS,P1Y,2,111.972,111.972,0.0,0,0,
2023-12-05,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,7,24.465,0.0,24.465,5,2,3.5
2023-12-06,US,lists_499_1m,app_store,iOS,P1M,1,10.479,0.0,10.479,0,0,
2023-12-06,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,2,0.0,0.0,0.0,2,0,3.0
2023-12-07,US,lists_499_1m,app_store,iOS,P1M,2,27.943999999999996,0.0,27.943999999999996,0,0,
2023-12-07,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,55.986,55.986,0.0,0,0,
2023-12-07,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,6,14.678999999999998,0.0,14.678999999999998,5,0,3.0
2023-12-07,MY,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-12-07,TR,lists_v2_699_1w_3dt,app_store,iOS,P1W,2,0.0,0.0,0.0,2,0,6.8
2023-12-08,US,lists_499_1m,app_store,iOS,P1M,2,17.465,0.0,17.465,0,0,
2023-12-08,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,83.979,83.979,0.0,0,0,
2023-12-08,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,2,0.0,0.0,0.0,2,0,3.0
2023-12-09,GB,lists_499_1m,app_store,iOS,P1M,1,10.899328073243417,0.0,10.899328073243417,0,0,
2023-12-09,US,lists_499_1m,app_store,iOS,P1M,3,24.450999999999997,0.0,24.450999999999997,0,0,
2023-12-09,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,6,58.716,0.0,58.716,3,2,3.7
2023-12-10,US,lists_499_1m,app_store,iOS,P1M,3,24.450999999999997,0.0,24.450999999999997,0,0,
2023-12-10,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,55.986,55.986,0.0,0,0,
2023-12-10,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,63.609,0.0,63.609,1,3,3.0
2023-12-10,GT,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,14.678999999999998,0.0,14.678999999999998,0,0,
2023-12-11,US,lists_499_1m,app_store,iOS,P1M,1,6.986,0.0,6.986,0,0,
2023-12-11,US,lists_v2_3999_1y,app_store,iOS,P1Y,2,139.965,139.965,0.0,0,0,
2023-12-11,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,0.0,0.0,0.0,5,0,3.5
2023-12-12,AU,lists_v2_3999_1y,app_store,iOS,P1Y,1,83.979,83.979,0.0,0,0,
2023-12-12,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,34.251,0.0,34.251,2,1,3.0
2023-12-12,GE,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-12-13,US,lists_499_1m,app_store,iOS,P1M,2,20.958,0.0,20.958,0,0,
2023-12-13,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,83.979,83.979,0.0,0,0,
2023-12-13,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,7,34.251,0.0,34.251,5,2,3.4
2023-12-14,DO,lists_499_1m,app_store,iOS,P1M,1,10.479,0.0,10.479,0,0,
2023-12-14,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,8,9.786,0.0,9.786,7,1,3.0
2023-12-15,US,lists_499_1m,app_store,iOS,P1M,1,10.479,0.0,10.479,0,0,
2023-12-15,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,27.993,27.993,0.0,0,0,
2023-12-15,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,6,14.678999999999998,0.0,14.678999999999998,5,1,4.1
2023-12-16,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,55.986,55.986,0.0,0,0,
2023-12-16,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,8,63.609,0.0,63.609,5,1,3.0
2023-12-16,ET,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,6.0
2023-12-17,US,lists_499_1m,app_store,iOS,P1M,1,6.986,0.0,6.986,0,0,
2023-12-17,AU,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-12-17,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,58.716,0.0,58.716,1,2,6.0
2023-12-17,GT,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,14.678999999999998,0.0,14.678999999999998,0,0,
2023-12-18,US,lists_499_1m,app_store,iOS,P1M,3,20.958,0.0,20.958,0,0,
